Date,BCB_FX_Position
12/1/2017,-23295.56221
"5/1/2018","-6336.734369269996"
"5/1/2018","-6336.734369269996"
"5/1/2018","-6336.734369269996"
"5/1/2018","-6336.734369269996"
"5/1/2018","-6336.734369269996"
